"spo","meanW_rpomAlone","semW_rpomAlone","meanW_vib","semW_vib","meanW_mari","semW_mari","meanW_CC","semW_CC","gene","funct","NCBI","Vib_fold_diff","Mari_fold_diff","CC_fold_diff"
"SPO2811",1.3,0.1,1,0.12,1.2,0.12,1.2,0.055,"SPO2811","amidohydrolase family protein","SPO_RS14280",-0.38,-0.11,-0.11
"SPO2812",1.1,0.036,1.1,0.059,1.1,0.026,1,0.031,"argE-1","acetylornithine deacetylase","SPO_RS14285",0,0,-0.14
"SPO2813",1.1,0.017,1,0.026,1,0.024,1,0.019,"SPO2813","peptide/nickel/opine uptake family ABC transporter, ATP-binding protein, putative","SPO_RS14290",-0.14,-0.14,-0.14
"SPO2814",1.1,0.019,1.1,0.016,1,0.036,1,0.047,"SPO2814","peptide/opine/nickel uptake family ABC transporter, periplasmic substrate-binding protein","SPO_RS14295",0,-0.14,-0.14
"SPO2815",1.1,0.009,0.99,0.02,1,0.02,1,0.04,"SPO2815","peptide/nickel/opine uptake family ABC transporter, permease protein","SPO_RS14300",-0.15,-0.14,-0.14
"SPO2816",1.1,0.049,0.99,0.018,1,0.021,1,0.025,"SPO2816","peptide/nickel/opine uptake family ABC transporter, permease protein","SPO_RS14305",-0.15,-0.14,-0.14
"SPO2817",1.1,0.031,1.1,0.05,1.1,0.023,1.1,0.033,"SPO2817","YeeE/YedE family protein","SPO_RS14310",0,0,0
"SPO2818",1,0.075,0.96,0.044,1,0.04,0.96,0.012,"SPO2818","hypothetical protein","SPO_RS14315",-0.058,0,-0.058
"SPO2819",0.76,0.016,1,0.011,0.98,0.029,1,0.024,"pntB","NAD(P)+ transhydrogenase, beta subunit","SPO_RS14320",0.39,0.36,0.39
"SPO2820",0.83,0.064,1,0.055,1,0.006,1.1,0.034,"pntA","NAD(P) transhydrogenase, alpha subunit","SPO_RS14325",0.27,0.27,0.4
"SPO2821",0.95,0.011,1.1,0.051,1,0.01,1,0.031,"SPO2821","isoprenylcysteine carboxyl methyltransferase family protein","SPO_RS14330",0.21,0.073,0.073
"SPO2822",0.83,0.046,0.93,0.038,0.91,0.044,0.92,0.006,"SPO2822","soxH protein-like protein","SPO_RS14335",0.16,0.13,0.15
"SPO2823",1,0.086,1.1,0.11,0.97,0.075,1,0.076,"bdh-2","D-beta-hydroxybutyrate dehydrogenase","SPO_RS14340",0.14,-0.044,0
"SPO2824",1,0.072,0.76,0.092,0.97,0.066,0.94,0.028,"kynU","kynureninase","SPO_RS14345",-0.39,-0.044,-0.088
"SPO2825",1.1,0.039,1.1,0.036,1,0.025,1,0.04,"SPO2825","transcriptional regulator, TetR family","SPO_RS14350",0,-0.14,-0.14
"SPO2826",1.1,0.041,0.98,0.065,1,0.046,0.99,0.041,"iorA","isoquinoline 1-oxidoreductase, alpha subunit","SPO_RS14355",-0.17,-0.14,-0.15
"SPO2827",0.96,0.017,0.96,0.017,0.98,0.009,0.98,0.024,"SPO2827","isoquinoline 1-oxidoreductase, beta subunit, putative","SPO_RS14360",0,0.029,0.029
"SPO2828",0.96,0.075,0.9,0.069,0.97,0.047,1,0.045,"SPO2828","type I secretion target repeat protein","SPO_RS14365",-0.092,0.015,0.058
"SPO2829",0.95,0.056,0.97,0.024,1,0.025,0.97,0.03,"SPO2829","dipeptidase domain protein","SPO_RS14370",0.03,0.073,0.03
"SPO2830",0.93,0.043,0.97,0.044,1,0.026,0.94,0.049,"SPO2830","hypothetical protein","SPO_RS14375",0.06,0.1,0.015
"SPO2831",0.92,0.046,0.85,0.096,0.87,0.043,0.92,0.014,"SPO2831","oligopeptide ABC transporter, ATP-binding protein","SPO_RS14380",-0.11,-0.08,0
"SPO2832",1.1,0.12,1,0.14,0.86,0.14,0.92,0.079,"SPO2832","dipeptide ABC transporter, ATP-binding protein","SPO_RS14385",-0.14,-0.35,-0.26
"SPO2833",1.1,0.097,1.1,0.07,0.93,0.084,1.1,0.029,"SPO2833","dipeptide ABC transporter, permease protein","SPO_RS14390",0,-0.24,0
"SPO2834",0.78,0.089,0.94,0.033,0.98,0.086,0.88,0.076,"SPO2834","dipeptide ABC transporter, permease protein","SPO_RS14395",0.27,0.33,0.17
"SPO2835",0.86,0.061,0.9,0.028,0.92,0.011,0.89,0.056,"SPO2835","dipeptide ABC transporter, periplasmic dipeptide-binding protein","SPO_RS14400",0.065,0.096,0.049
"SPO2836",0.99,0.028,1,0.028,0.97,0.021,1,0.027,"SPO2836","DNA-binding protein, putative","SPO_RS14405",0.014,-0.029,0.014
"SPO2837",1,0.016,1,0.037,1,0.038,1,0.035,"SPO2837","hypothetical protein","SPO_RS14410",0,0,0
"SPO2839",1,0.044,1,0.029,1,0.028,1,0.041,"glcB","malate synthase G","SPO_RS14420",0,0,0
"SPO2840",0.83,0.27,0.56,0.33,1,0.11,0.44,0.22,"SPO2840","GGDEF domain protein","",-0.56,0.27,-0.9
"SPO2841",0.98,0.042,0.96,0.037,0.96,0.038,0.96,0.039,"pepN","aminopeptidase N","SPO_RS14430",-0.029,-0.029,-0.029
"SPO2842",0.94,0.061,0.95,0.037,1,0.038,1,0.058,"SPO2842","oxidoreductase, short chain dehydrogenase/reductase family","SPO_RS14435",0.015,0.088,0.088
"SPO2843",0.62,0.32,0.65,0.32,0.9,0.2,0.36,0.36,"SPO2843","hypothetical protein","SPO_RS14440",0.067,0.53,-0.77
"SPO2845",0.91,0.043,0.9,0.058,0.91,0.077,0.97,0.048,"SPO2845","hypothetical protein","SPO_RS14445",-0.016,0,0.091
"SPO2846",0.94,0.072,0.98,0.12,0.92,0.099,0.82,0.13,"SPO2846","hypothetical protein","SPO_RS14450",0.06,-0.031,-0.19
"SPO2848",1.1,0.006,1,0.027,1.1,0.013,1.1,0.016,"SPO2848","hypothetical protein","SPO_RS14460",-0.14,0,0
"SPO2849",0.71,NA,1.4,NA,1.2,0.16,1.1,NA,"glsB","glutamine lipid synthesis","SPO_RS14465",0.97,0.75,0.62
"SPO2850",0.64,0.32,0,0,0.65,0.33,0.37,0.37,"SPO2850","DnaJ domain protein","SPO_RS14470",-6,0.022,-0.77
"SPO2851",0.98,0.009,0.95,0.029,0.97,0.029,1,0.044,"SPO2851","hypothetical protein","SPO_RS22275",-0.044,-0.015,0.029
"SPO2852",1,0.027,1,0.048,1.1,0.011,0.98,0.027,"SPO2852","czcN domain protein","SPO_RS14480",0,0.14,-0.029
"SPO2854",1.2,0.11,1.1,0.11,1.2,0.045,1.1,0.066,"nucH","thermonuclease","SPO_RS22280",-0.12,0,-0.12
"SPO2855",0.18,0.18,0.61,0.21,0.54,0.098,0.6,0.2,"SPO2855","cobalt chelatase, pCobT subunit","SPO_RS14495",1.7,1.5,1.7
"SPO2857",0.87,0.047,1,0.056,0.96,0.024,0.92,0.016,"SPO2857","metallopeptidase, family M24","SPO_RS14505",0.2,0.14,0.08
"SPO2858",0.81,0.071,0.95,0.035,0.98,0.024,0.99,0.028,"SPO2858","hypothetical protein","SPO_RS14510",0.23,0.27,0.29
"SPO2859",0.96,0.13,0.65,0.28,0.72,0.28,0.74,0.25,"SPO2859","3-hydroxyisobutyrate dehydrogenase family protein","SPO_RS14515",-0.56,-0.41,-0.37
"SPO2860",1.1,0.036,1.1,0.017,1,0.026,1.1,0.046,"SPO2860","transcriptional regulator, LysR family","SPO_RS14520",0,-0.14,0
"SPO2862",NA,NA,NA,NA,NA,NA,0.98,NA,"SPO2862","CobW","SPO_RS14530",NA,NA,NA
"SPO2870",0.14,0.14,0.39,0.39,0,0,0.49,0.49,"SPO2870","cobalamin biosynthesis domain protein","SPO_RS14570",1.4,-3.9,1.7
"SPO2871",0.86,0.1,0.96,0.081,0.92,0.058,1,0.06,"cobM","precorrin-4 C11-methyltransferase","SPO_RS14575",0.16,0.096,0.22
"SPO2873",0.95,0.076,1,0.033,1,0.044,1,0.066,"cobA-2","uroporphyrin-III C-methyltransferase","SPO_RS14585",0.073,0.073,0.073
"SPO2874",0.9,NA,1,0.12,0.89,NA,0.98,NA,"cobF","precorrin-6A synthase","SPO_RS14590",0.15,-0.016,0.12
"SPO2877",1.1,0.14,1,0.079,1,0.051,1.1,0.1,"SPO2877","hypothetical protein","SPO_RS14600",-0.14,-0.14,0
"SPO2878",0,NA,0,NA,0,NA,0.6,NA,"SPO2878","hypothetical protein","SPO_RS14605",0,0,5.9
"SPO2879",0.98,0.084,1,0.029,1,0.026,1.1,0.06,"SPO2879","transcriptional regulator, LysR family","SPO_RS14610",0.029,0.029,0.17
"SPO2880",0.9,0.21,1,0.059,0.98,0.062,0.6,0.21,"nadX","L-aspartate dehydrogenase (EC 1.4.1.21)","SPO_RS14615",0.15,0.12,-0.58
"SPO2881",0.88,0.039,0.86,0.05,0.93,0.019,0.94,0.031,"SPO2881","xanthine dehydrogenase family protein, large subunit","SPO_RS14620",-0.033,0.079,0.094
"SPO2882",0.66,0.24,0.42,0.25,0.89,0.058,0.52,0.18,"SPO2882","dihydrodipicolinate synthase family protein","SPO_RS14625",-0.64,0.43,-0.34
"SPO2883",1,0.084,1.1,0.069,1.1,0.037,1,0.072,"SPO2883","thiamine pyrophosphate-binding domain protein","SPO_RS14630",0.14,0.14,0
"SPO2885",0.9,0.072,0.92,0.051,0.92,0.047,0.89,0.061,"SPO2885","acetolactate synthase, catabolic, putative","SPO_RS14640",0.031,0.031,-0.016
"SPO2886",1,0.046,0.92,0.037,0.89,0.038,0.93,0.066,"SPO2886","CAIB/BAIF family protein","SPO_RS14645",-0.12,-0.17,-0.1
"SPO2887",1,0.046,1,0.025,1,0.029,1,0.035,"SPO2887","hypothetical protein","SPO_RS14650",0,0,0
"SPO2888",1,0.058,1.1,0.016,1.1,0.026,1,0.028,"SPO2888","hypothetical protein","SPO_RS14655",0.14,0.14,0
"SPO2889",1.1,0.025,1,0.019,1,0.009,1,0.029,"mdoG","periplasmic glucan biosynthesis protein MdoG","SPO_RS14660",-0.14,-0.14,-0.14
"SPO2890",1,0.023,1,0.024,0.99,0.024,1,0.022,"SPO2890","glucans biosynthesis glucosyltransferase H, putative","SPO_RS14665",0,-0.014,0
"SPO2891",0.92,0.057,0.9,0.034,0.86,0.034,0.88,0.051,"SPO2891","hypothetical protein","SPO_RS14670",-0.031,-0.096,-0.063
"SPO2893",0.2,0.11,0.24,0.092,0.26,0.08,0.25,0.016,"phaA","pH adaption potassium efflux system protein PhaA","SPO_RS14680",0.25,0.36,0.31
"SPO2894",0.067,0.051,0,0,0.33,0.034,0.22,0.13,"SPO2894","pH adaption potassium efflux system protein","SPO_RS14685",-2.9,2.1,1.6
"SPO2895",0.27,0.095,0.28,0.14,0.26,0.16,0.29,0.098,"phaD","pH adaption potassium efflux system protein PhaD","SPO_RS14690",0.051,-0.052,0.1
"SPO2897",0,0,0.063,0.063,0.12,0.12,0.23,0.23,"phaF","pH adaptation potassium efflux system protein PhaF","SPO_RS14700",2.9,3.7,4.6
"SPO2899",0.96,0.031,0.93,0.018,0.96,0.012,0.92,0.041,"SPO2899","selenide, water dikinase, putative","SPO_RS14710",-0.045,0,-0.061
"SPO2900",0.99,0.049,1,0.07,1,0.059,1,0.069,"SPO2900","hypothetical protein","SPO_RS14715",0.014,0.014,0.014
"SPO2901",0.89,0.084,1,0.21,0.85,0.032,1.1,NA,"SPO2901","hypothetical protein","SPO_RS14720",0.17,-0.066,0.3
"SPO2902",0.78,0.061,0.92,0.028,0.93,0.07,0.81,0.1,"SPO2902","glutathione S-transferase family protein","SPO_RS14725",0.24,0.25,0.054
"SPO2903",1.1,0.054,1.1,0.073,0.98,0.037,0.98,0.093,"SPO2903","TPR/sulfotransferase domain protein","SPO_RS14730",0,-0.17,-0.17
"SPO2904",1.1,0.079,1,0.067,1.1,0.057,0.99,0.077,"SPO2904","Ser/Thr protein phosphatase/nucleotidase, putative","SPO_RS14735",-0.14,0,-0.15
"SPO2905",0.72,0.26,0.85,0.18,0.85,0.3,0.56,0.32,"SPO2905","hypothetical protein","SPO_RS14740",0.24,0.24,-0.36
"SPO2906",0.6,0.051,0.83,0.034,0.78,0.058,0.92,0.033,"SPO2906","hypothetical protein","SPO_RS14745",0.46,0.37,0.61
"SPO2907",0.12,0.12,0.14,0.091,0.28,0.11,0.38,0.13,"pyrD","dihydroorotate dehydrogenase","SPO_RS14750",0.21,1.2,1.6
"SPO2909",0.56,0.3,0.48,0.29,0.8,0.059,1.1,0.13,"dinF","DNA-damage-inducible protein F","SPO_RS14760",-0.22,0.51,0.96
"SPO2910",1,0.046,1,0.057,0.97,0.015,0.99,0.038,"SPO2910","thioesterase family protein","SPO_RS14765",0,-0.044,-0.014
"SPO2911",0.9,0.032,0.92,0.054,0.86,0.025,0.87,0.036,"SPO2911","thioesterase family protein","SPO_RS14770",0.031,-0.065,-0.048
"SPO2912",1.2,0.088,0.83,0.12,1,0.082,0.67,0.36,"SPO2912","transcriptional regulator, merR family","SPO_RS14775",-0.53,-0.26,-0.83
"SPO2915",0.82,0.026,0.95,0.012,0.96,0.012,0.92,0.008,"SPO2915","acyl-CoA dehydrogenase family protein","SPO_RS14785",0.21,0.22,0.16
"SPO2916",0.9,0.018,0.93,0.075,0.91,0.042,0.93,0.073,"SPO2916","hypothetical protein","SPO_RS14790",0.047,0.016,0.047
"SPO2917",0.88,0.078,0.89,0.046,0.98,0.03,0.66,0.21,"SPO2917","glutathione S-transferase family protein","SPO_RS14795",0.016,0.15,-0.41
"SPO2918",0.76,0.041,0.92,0.062,0.89,0.043,0.85,0.036,"SPO2918","acetyl-CoA acyltransferase/thiolase","SPO_RS14800",0.27,0.23,0.16
"SPO2919",0.8,0.023,0.86,0.044,0.83,0.026,0.87,0.047,"SPO2919","hypothetical protein","SPO_RS14805",0.1,0.052,0.12
"SPO2920",0.81,0.028,0.86,0.022,0.86,0.029,0.89,0.018,"fabJ-1","fatty oxidation complex, alpha subunit","SPO_RS14810",0.085,0.085,0.13
"SPO2921",1,0.082,1,0.092,0.83,0.076,0.91,0.076,"SPO2921","hypothetical protein","SPO_RS14815",0,-0.27,-0.13
"SPO2922",1.2,0.037,0.84,0.1,1.1,0.021,1.1,0.12,"SPO2922","hypothetical protein","SPO_RS14820",-0.51,-0.12,-0.12
"SPO2923",1.1,0.047,1.1,0.053,0.94,0.092,1,0.026,"SPO2923","hypothetical protein","SPO_RS14825",0,-0.22,-0.14
"SPO2924",0.47,0.47,0.51,0.51,0.31,0.31,0.47,0.47,"SPO2924","hypothetical protein","SPO_RS14830",0.12,-0.58,0
"SPO2925",1,0.029,1,0.023,1,0.013,1,0.029,"SPO2925","Sporulation related protein","SPO_RS14835",0,0,0
"SPO2926",0.8,0.041,0.71,0.19,0.84,0.039,0.81,0.058,"upp","uracil phosphoribosyltransferase","SPO_RS14840",-0.17,0.07,0.018
"SPO2927",1,0.022,1,0.03,1,0.013,0.97,0.029,"add","adenosine deaminase","SPO_RS14845",0,0,-0.044
"SPO2928",1.1,0.11,1.1,0.11,1.1,0.092,1.1,0.061,"deoB","phosphopentomutase","SPO_RS14850",0,0,0
"SPO2929",1.1,0.033,1.1,0.042,1.1,0.027,1.1,0.024,"deoA","thymidine phosphorylase","SPO_RS14855",0,0,0
"SPO2930",1,0.057,0.95,0.044,0.92,0.061,0.91,0.038,"cdd","cytidine deaminase","SPO_RS14860",-0.073,-0.12,-0.13
"SPO2931",0.99,0.071,1,0.031,1,0.043,0.99,0.033,"SPO2931","hypothetical protein","SPO_RS14865",0.014,0.014,0
"SPO2932",0.97,0.025,0.98,0.011,0.97,0.031,1,0.033,"SPO2932","malate dehydrogenase","SPO_RS14870",0.015,0,0.044
"SPO2933",1,0.03,0.92,0.03,1,0.016,1.1,0.032,"SPO2933","hypothetical protein","SPO_RS14875",-0.12,0,0.14
"SPO2934",0.99,0.03,0.95,0.052,0.97,0.018,0.94,0.068,"prpE","propionate--CoA ligase","SPO_RS14880",-0.059,-0.029,-0.074
"SPO2935",0.64,0.1,0.88,0.039,0.88,0.025,0.78,0.095,"SPO2935","hypothetical protein","SPO_RS14885",0.45,0.45,0.28
"SPO2936",1.1,0.14,1,0.089,1.1,0.077,0.97,0.18,"SPO2936","hypothetical protein","SPO_RS14890",-0.14,0,-0.18
"SPO2937",0.87,0.081,0.93,0.055,0.9,0.054,1,0.049,"SPO2937","SCO1/SenC family protein","SPO_RS14895",0.095,0.048,0.2
"SPO2938",0.91,0.024,0.93,0.058,0.97,0.011,0.96,0.026,"SPO2938","amidase family protein","SPO_RS14900",0.031,0.091,0.076
"SPO2940",1,0.008,1.1,0.015,1,0.015,1,0.015,"glyA-2","serine hydroxymethyltransferase","SPO_RS14910",0.14,0,0
"SPO2941",0.79,0.056,0.96,0.11,0.84,0.063,0.79,0.12,"SPO2941","hypothetical protein","SPO_RS14915",0.28,0.087,0
"SPO2942",0.98,0.12,0.99,0.18,1,0.096,0.98,0.13,"SPO2942","hypothetical protein","SPO_RS14920",0.014,0.029,0
"SPO2943",1,0.063,1,0.068,1.1,0.055,1,0.064,"SPO2943","hydrolase, alpha/beta fold family","SPO_RS14925",0,0.14,0
"SPO2945",1,0.027,0.92,0.021,0.99,0.032,0.94,0.035,"SPO2945","rhodanese-like domain protein","SPO_RS14935",-0.12,-0.014,-0.088
"SPO2946",0.99,0.022,0.98,0.062,1,0.015,0.99,0.028,"SPO2946","monooxygenase domain protein","SPO_RS14940",-0.014,0.014,0
"SPO2947",0.92,0.072,1,0.019,0.94,0.043,0.95,0.028,"SPO2947","cupin family protein","SPO_RS14945",0.12,0.031,0.046
"SPO2948",1,0.074,0.95,0.036,1.1,0.044,1,0.033,"SPO2948","transcriptional regulator, AraC family","SPO_RS14950",-0.073,0.14,0
"SPO2949",1.2,0.053,0.88,0.035,1.1,0.035,1.1,0.056,"SPO2949","endoribonuclease L-PSP family protein","SPO_RS14955",-0.44,-0.12,-0.12
"SPO2950",0.94,0.051,0.95,0.03,0.95,0.031,0.94,0.025,"SPO2950","hypothetical protein","SPO_RS22285",0.015,0.015,0
"SPO2951",1,0.045,1,0.035,1,0.026,1,0.009,"SPO2951","hypothetical protein","SPO_RS14965",0,0,0
"SPO2952",0.5,0.046,0.92,0.032,0.7,0.036,0.96,0.038,"SPO2952","trkA domain protein","SPO_RS14970",0.87,0.48,0.93
"SPO2953",1,0.012,0.88,0.032,0.87,0.01,0.82,0.038,"SPO2953","Ser/Thr protein phosphatase family protein","SPO_RS14975",-0.18,-0.2,-0.28
"SPO2954",1.1,0.065,0.99,0.032,0.99,0.036,0.96,0.055,"SPO2954","5-formyltetrahydrofolate cyclo-ligase family protein","SPO_RS14980",-0.15,-0.15,-0.19
"SPO2955",1,0.081,0.97,0.036,0.98,0.039,1.1,0.055,"mgtE","magnesium transporter","SPO_RS14985",-0.044,-0.029,0.14
"SPO2956",0.99,0.045,1,0.043,0.96,0.02,0.99,0.019,"SPO2956","guanine deaminase, putative","SPO_RS14990",0.014,-0.044,0
"SPO2957",1,0.021,0.98,0.017,0.99,0.013,0.97,0.016,"SPO2957","hydroxydechloroatrazine ethylaminohydrolase, putative","SPO_RS14995",-0.029,-0.014,-0.044
"SPO2958",0.4,0.081,0.53,0.1,0.55,0.085,0.75,0.032,"SPO2958","inositol monophosphatase family protein","SPO_RS15000",0.4,0.45,0.89
"SPO2959",1.1,0.043,1.1,0.027,1,0.026,1,0.026,"SPO2959","DNA-binding protein, putative","SPO_RS15005",0,-0.14,-0.14
"SPO2960",0.96,0.028,1,0.018,0.95,0.025,0.98,0.039,"SPO2960","oxidoreductase, zinc-binding dehydrogenase family","SPO_RS15010",0.058,-0.015,0.029
"SPO2961",1.1,0.019,1.1,0.007,1.1,0.015,1.1,0.03,"SPO2961","transcriptional regulator, LysR family","SPO_RS15015",0,0,0
"SPO2962",0.7,0.24,0.98,0.13,1,0.053,0.99,0.14,"SPO2962","hypothetical protein","SPO_RS15020",0.48,0.51,0.49
"SPO2963",0.89,0.045,0.98,0.024,0.99,0.013,0.97,0.032,"SPO2963","hypothetical protein","SPO_RS15025",0.14,0.15,0.12
"SPO2964",1.1,0.026,0.99,0.024,1,0.021,1,0.017,"SPO2964","hypothetical protein","",-0.15,-0.14,-0.14
"SPO2965",0.78,0.025,0.92,0.016,0.91,0.054,1,0.045,"rpmG","ribosomal protein L33","SPO_RS15035",0.24,0.22,0.35
"SPO2967",NA,NA,1.1,NA,NA,NA,NA,NA,"SPO2967","N-acetylmuramoyl-L-alanine amidase, putative","SPO_RS15040",NA,NA,NA
"SPO2968",1,0.056,1.1,0.011,1,0.02,1.1,0.025,"SPO2968","hypothetical protein","SPO_RS15045",0.14,0,0.14
"SPO2971",0.98,0.073,0.98,0.042,0.92,0.01,0.97,0.056,"SPO2971","hypothetical protein","SPO_RS15060",0,-0.09,-0.015
"SPO2972",0.92,0.044,0.85,0.062,0.92,0.035,0.89,0.053,"SPO2972","hypothetical protein","SPO_RS15065",-0.11,0,-0.047
"SPO2973a",1,0.008,0.98,0.013,0.95,0.01,0.96,0.02,"SPO2973a","hypothetical protein","SPO_RS22940",-0.029,-0.073,-0.058
"SPO2974",0.92,0.032,0.88,0.037,0.94,0.018,0.96,0.04,"SPO2974","hypothetical protein","SPO_RS15075",-0.063,0.031,0.061
"SPO2975",0.95,0.054,1,0.035,1,0.028,1,0.03,"SPO2975","hypothetical protein","SPO_RS15080",0.073,0.073,0.073
"SPO2976",0.98,0.025,0.98,0.023,0.97,0.013,0.96,0.022,"SPO2976","metallo-beta-lactamase family protein","SPO_RS15085",0,-0.015,-0.029
"SPO2977",0.92,0.081,0.97,0.04,1,0.052,1,0.12,"SPO2977","adenylate/guanylate cyclase","SPO_RS15090",0.076,0.12,0.12
"SPO2978",1,0.048,1,0.046,1,0.027,1,0.04,"SPO2978","adenylate/guanylate cyclase","SPO_RS22290",0,0,0
"SPO2979",0.85,0.032,0.78,0.075,0.88,0.07,0.89,0.08,"SPO2979","hypothetical protein","SPO_RS15100",-0.12,0.049,0.066
"SPO2980",0.89,0.044,0.9,0.085,0.94,0.052,0.85,0.052,"SPO2980","porphyromonas-type peptidyl-arginine deiminase family protein","SPO_RS15105",0.016,0.078,-0.066
"SPO2981",0.95,0.038,0.98,0.027,0.97,0.019,0.93,0.023,"SPO2981","hypothetical protein","SPO_RS22295",0.044,0.03,-0.03
"SPO2982",0.94,0.034,1,0.082,0.92,0.066,0.85,0.13,"SPO2982","hypothetical protein","SPO_RS15115",0.088,-0.031,-0.14
"SPO2984",1,0.022,1.1,0.028,1,0.004,1,0.019,"SPO2984","RNA pseudouridylate synthase family protein","SPO_RS15125",0.14,0,0
"SPO2985",1.1,0.063,0.94,0.082,1,0.039,1,0.072,"SPO2985","hypothetical protein","SPO_RS15130",-0.22,-0.14,-0.14
"SPO2986",1.2,0.033,1,0.035,1.1,0.039,1.1,0.049,"SPO2986","tellurite resistance protein","SPO_RS15135",-0.26,-0.12,-0.12
"SPO2987",1,0.031,1,0.025,0.98,0.015,1,0.035,"SPO2987","lipoprotein, putative","SPO_RS15140",0,-0.029,0
"SPO2988",1.1,0.033,1,0.026,1,0.028,0.97,0.027,"SPO2988","hypothetical protein","SPO_RS15145",-0.14,-0.14,-0.18
"SPO2989",1.1,0.025,1.1,0.027,1.1,0.035,1,0.014,"SPO2989","cytochrome b562","SPO_RS15150",0,0,-0.14
"SPO2990",1,0.029,1,0.03,0.99,0.021,0.99,0.053,"SPO2990","hypothetical protein","SPO_RS15155",0,-0.014,-0.014
"SPO2991",1,0.035,0.96,0.032,1,0.028,0.91,0.013,"SPO2991","nitroreductase family protein","SPO_RS15165",-0.058,0,-0.13
"SPO2992",1,0.056,1,0.012,0.97,0.038,0.92,0.047,"dtd","D-tyrosyl-tRNA(Tyr) deacylase","SPO_RS15170",0,-0.044,-0.12
"SPO2993",0.56,0.19,0.85,0.039,0.82,0.069,0.79,0.16,"SPO2993","MOFRL family protein","SPO_RS15175",0.59,0.54,0.49
"SPO2994",0.98,0.014,1,0.036,1,0.024,0.99,0.028,"SPO2994","X-Pro dipeptidyl-peptidase family protein","SPO_RS15180",0.029,0.029,0.014
"SPO2995",1,0.012,1.1,0.024,1.1,0.015,1.1,0.021,"SPO2995","peptide/nickel/opine uptake family ABC transporter, periplasmic substrate-binding protein","SPO_RS15185",0.14,0.14,0.14
"SPO2996",1,0.023,1,0.028,1,0.018,1,0.022,"SPO2996","peptide/nickel/opine uptake family ABC transporter, permease protein","SPO_RS15190",0,0,0
"SPO2997",0.97,0.03,1,0.024,1,0.016,1,0.049,"SPO2997","peptide/nickel/opine uptake family ABC transporter, permease protein","SPO_RS15195",0.044,0.044,0.044
"SPO2998",0.98,0.028,1,0.026,1,0.018,1,0.031,"SPO2998","peptide/nickel/opine uptake family ABC transporter, ATP-binding protein","SPO_RS15200",0.029,0.029,0.029
"SPO2999",1,0.038,1,0.065,0.93,0.031,0.91,0.034,"SPO2999","hypothetical protein","SPO_RS15205",0,-0.1,-0.13
"SPO3000",0.97,0.067,0.98,0.031,0.97,0.029,0.96,0.041,"SPO3000","hypothetical protein","SPO_RS15210",0.015,0,-0.015
"SPO3001",1,0.041,1.1,0.051,0.99,0.066,1,0.053,"SPO3001","hypothetical protein","SPO_RS15215",0.14,-0.014,0
"SPO3002",1,0.054,1,0.056,1,0.063,1.1,0.082,"SPO3002","lipase, putative","SPO_RS15220",0,0,0.14
"SPO3003",0.92,0.06,1,0.019,1,0.008,0.98,0.027,"SPO3003","AMP-binding enzyme","SPO_RS15225",0.12,0.12,0.09
"SPO3004",0.47,0.28,1.2,0.039,0.86,0.071,0.72,0.25,"SPO3004","LysM/phospholipid-binding domain protein","SPO_RS15230",1.3,0.86,0.6
"SPO3005",0.97,0.079,0.9,0.087,0.96,0.1,0.86,0.11,"SPO3005","ABC transporter, ATP binding/permease protein","SPO_RS15235",-0.11,-0.015,-0.17
"SPO3008",1.1,0.064,1.2,0.015,0.93,0.033,0.64,0.32,"SPO3008","TPR domain protein","SPO_RS15250",0.12,-0.24,-0.77
"SPO3009",1.1,0.049,1.1,0.026,1.1,0.039,1,0.076,"putR","proline dehydrogenase transcriptional activator","SPO_RS15255",0,0,-0.14
"SPO3010",1,0.022,0.97,0.03,0.97,0.01,0.98,0.017,"putA","bifunctional PutA protein","SPO_RS15260",-0.044,-0.044,-0.029
"SPO3011",0.97,0.029,0.98,0.028,1,0.03,0.99,0.037,"SPO3011","rhomboid family protein","SPO_RS15265",0.015,0.044,0.029
"SPO3013",0.98,0.053,0.99,0.067,0.94,0.036,1,0.064,"SPO3013","NADP-dependent oxidoreductase, L4bD family","SPO_RS15275",0.014,-0.06,0.029
"SPO3014",0.94,0.091,0.92,0.053,0.94,0.089,0.83,0.081,"SPO3014","hypothetical protein","SPO_RS15280",-0.031,0,-0.18
"SPO3015",0.87,0.045,0.84,0.063,0.78,0.039,0.85,0.013,"metR","transcriptional regulator MetR","SPO_RS15285",-0.05,-0.16,-0.033
"SPO3016",0.3,0.14,0.6,0.096,0.2,0.12,0.58,0.12,"metF","5,10-methylenetetrahydrofolate reductase","SPO_RS15290",0.98,-0.56,0.93
"SPO3017",1.1,0.03,1.1,0.033,1.1,0.031,1.1,0.029,"SPO3017","thioesterase family protein","SPO_RS15295",0,0,0
"SPO3018",0.88,0.051,0.88,0.062,1,0.005,0.96,0.02,"SPO3018","hypothetical protein","SPO_RS15300",0,0.18,0.12
"SPO3019",1.1,0.016,1.1,0.024,1.1,0.008,1,0.024,"SPO3019","xanthine dehydrogenase family protein, large subunit","SPO_RS15305",0,0,-0.14
"SPO3020",0.95,0.031,0.92,0.051,0.88,0.023,0.92,0.073,"SPO3020","transcriptional regulator, LysR family","",-0.046,-0.11,-0.046
"SPO3021",0.89,0.052,0.91,0.016,0.89,0.036,0.88,0.034,"SPO3021","phytanoyl-CoA dioxygenase family protein","SPO_RS15315",0.032,0,-0.016
