spo,gene,funct,NCBI,meanW_rpomAlone,semW_rpomAlone,meanW_vib,semW_vib,meanW_mari,semW_mari,meanW_CC,semW_CC,Vib_fold_diff,pval_vib,padj_vib,Mari_fold_diff,pval_mari,padj_mari,CC_fold_diff,pval_cc,padj_cc
SPO2224,SPO2224,hypothetical protein,SPO_RS11280,1.01,0.01,1.02,0.03,1.02,0.03,1.06,0.04,0.014,0.9954,1,0.014,1.0274,1,0.069,0,0
SPO2225,SPO2225,hypothetical protein,SPO_RS11285,1.04,0.04,0.95,0.08,0.98,0.04,0.97,0.04,-0.13,0.5998,1,-0.085,0.7046,1,-0.1,0.6656,1
SPO2226,SPO2226,S-adenosylmethionine:tRNA ribosyltransferase-isomerase,SPO_RS11290,0.94,0.06,0.96,0.05,0.98,0.04,0.94,0.02,0.03,0.877,1,0.06,0.7612,1,0,0.929,1
SPO2227,SPO2227,hypothetical protein,SPO_RS11295,0.83,0.06,0.9,0.02,0.83,0.02,0.9,0.11,0.12,0.287,1,0,1.0348,1,0.12,0.6106,1
SPO2228,SPO2228,AhpC/TSA family protein,SPO_RS11300,1.21,0.05,1.09,0.04,1.14,0.02,1.05,0.06,-0.15,0.2736,1,-0.085,1.3402,1,-0.2,0.0292,0.327571186
SPO2229,SPO2229,hypothetical protein,SPO_RS11305,1,0.02,0.97,0.06,0.97,0.05,0.92,0.02,-0.044,0.9444,1,-0.044,0.8382,1,-0.12,0.0582,0.537833416
SPO2230,SPO2230,"peptidase, M23/M37 family",SPO_RS11310,1.16,0.09,1.09,0.13,1.07,0.06,1.13,0.06,-0.089,0.4308,1,-0.12,0.3974,1,-0.037,0.4026,1
SPO2231,SPO2231,hypothetical protein,SPO_RS11315,1.08,0.05,0.99,0.16,1.07,0.03,1.04,0.1,-0.12,0.5684,1,-0.013,0.998,1,-0.054,1.0082,1
SPO2232,SPO2232,hypothetical protein,SPO_RS11320,0.88,0.08,0.9,0.07,0.91,0.03,1.01,0.07,0.032,0.9276,1,0.048,0.7982,1,0.2,0.3456,1
SPO2233,SPO2233,"peptidyl-prolyl cis-trans isomerase, cyclophilin-type",SPO_RS11325,1.07,0.04,1.02,0.05,1.05,0.03,1.03,0.03,-0.068,0.2036,1,-0.027,0.1178,0.863558513,-0.054,0.1134,0.764607042
SPO2234,SPO2234,"peptidyl-prolyl cis-trans isomerase, cyclophilin-type",SPO_RS11330,1.07,0.11,1.06,0.05,1.13,0.03,1.16,0.04,-0.013,1.1176,1,0.078,1.0046,1,0.12,0.3784,1
SPO2235,pgk,phosphoglycerate kinase,SPO_RS11335,0.33,0.2,0.54,0.19,0.17,0.17,0.41,0.24,0.69,0.3886,1,-0.92,0.7118,1,0.3,0.655,1
SPO2237,SPO2237,hypothetical protein,SPO_RS11340,0.96,0.17,0.96,0.08,0.98,0.11,1.16,0.07,0,0.9336,1,0.029,1.1606,1,0.27,0.2082,0.969587137
SPO2238,SPO2238,"transcriptional regulator, LysR family",SPO_RS11345,1.26,0.09,1.2,0.05,1.18,0.05,1.16,0.07,-0.07,1.1862,1,-0.094,1.0074,1,-0.12,0.9978,1
SPO2240,pdhA,"pyruvate dehydrogenase complex, E1 component, alpha subunit",SPO_RS11355,0.41,0.17,0.16,0.16,0.36,0.13,0.38,0.22,-1.3,0.2552,1,-0.18,0.7988,1,-0.11,0.8508,1
SPO2241,pdhB,"pyruvate dehydrogenase complex, E1 component, beta subunit",SPO_RS11360,0.26,0.04,0.36,0.13,0.58,0.05,0.4,0.16,0.45,0.4648,1,1.1,0.0276,0.367871698,0.6,0.373,1
SPO2242,pdhC,"pyruvate dehydrogenase complex, E2 component, dihydrolipoamide acetyltransferase",SPO_RS11365,0.18,0.08,0.51,0.1,0.45,0.09,0.63,0.07,1.5,0.0308,0.340736527,1.3,0.0306,0.367871698,1.8,0,0
SPO2243,SPO2243,hypothetical protein,SPO_RS11370,0.98,0.01,1,0.01,0.99,0,0.97,0.02,0.029,0.4684,1,0.014,0.401,1,-0.015,0.2838,1
SPO2244,SPO2244,hypothetical protein,SPO_RS22530,0.96,0.01,0.97,0.01,0.98,0.01,0.96,0.01,0.015,0.5078,1,0.029,0.1636,0.984792195,0,1.1678,1
SPO2245,SPO2245,hypothetical protein,,0.96,0.01,0.96,0.02,0.99,0.02,0.94,0.01,0,1.0648,1,0.044,0.394,1,-0.03,0.3258,1
SPO2246,cysK,cysteine synthase A,SPO_RS11395,1.05,0.04,1.02,0.05,1.07,0.04,1.07,0.04,-0.041,0.9952,1,0.027,0.0278,0.367871698,0.027,0.0252,0.327571186
SPO2248,SPO2248,"dnaK suppressor protein, putative",SPO_RS11405,0.9,0.1,1.15,0.02,0.88,0.02,0.53,0.31,0.35,0.114,0.839901923,-0.032,0.9074,1,-0.75,0.3524,1
SPO2249,SPO2249,hypothetical protein,SPO_RS11410,0.7,0.24,0.61,0.4,1.04,0.08,0.88,0.06,-0.2,1,1,0.56,0.324,1,0.33,0.58,1
SPO2250,orfg15,gene transfer agent,SPO_RS11415,0.98,0.01,1.02,0.03,1,0.02,1.03,0.02,0.057,0.4882,1,0.029,0.3708,1,0.071,0.8118,1
SPO2251,orfg14,gene transfer agent,SPO_RS11420,0.85,0.04,0.47,0.16,0.8,0.06,0.83,0.28,-0.84,0,0,-0.086,0.4556,1,-0.034,1.0328,1
SPO2252,orfg13,gene transfer agent,SPO_RS11425,0.97,0.06,0.98,0.07,0.96,0.08,1.01,0.04,0.015,0.911,1,-0.015,1.014,1,0.058,0.8006,1
SPO2253,orfg12,gene transfer agent,SPO_RS11430,0.92,0.09,1.01,0.07,0.98,0.08,0.78,0.12,0.13,0.4092,1,0.09,0.5742,1,-0.24,0.5438,1
SPO2255,SPO2255,hypothetical protein,SPO_RS11440,1.07,0.14,0.99,0.08,0.75,0.27,0.5,0.29,-0.11,0.9282,1,-0.51,0.627,1,-1.1,0.1964,0.964854684
SPO2257,orfg9,gene transfer agent,SPO_RS11450,1.01,0.16,0.78,0.26,0.95,0.12,0.76,0.28,-0.37,0.6,1,-0.087,0.8968,1,-0.41,0.5218,1
SPO2260,orfg6,gene transfer agent,SPO_RS11465,NA,NA,1.06,NA,NA,NA,1.21,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPO2261,orfg5,gene transfer agent,SPO_RS11470,0.95,0.39,1.18,0.16,1.16,0.2,1.01,0.23,0.31,0.607,1,0.29,0.8374,1,0.087,0.8636,1
SPO2262,orfg4,gene transfer agent,SPO_RS11475,1.51,NA,NA,NA,NA,NA,1.41,NA,NA,NA,NA,NA,NA,NA,-0.098,1.4338,1
SPO2264,orfg3,gene transfer agent,SPO_RS11485,1.08,0.05,1.08,0.03,1.08,0.02,1.06,0.03,0,0.9946,1,0,0.1152,0.863558513,-0.027,0.113,0.764607042
SPO2266,SPO2266,gene transfer agent,SPO_RS11490,0.98,0.06,1.02,0.06,1.05,0.05,1.05,0.06,0.057,0.6566,1,0.099,0.1422,0.91598408,0.099,0.807,1
SPO2267,orfg2,gene transfer agent,,1.02,0.13,1.01,0.08,0.95,0.1,0.99,0.08,-0.014,1.0034,1,-0.1,0.6898,1,-0.043,0.9968,1
SPO2268,orfg1,hypothetical protein,SPO_RS11500,1,0.03,0.91,0.05,0.97,0.04,0.95,0.08,-0.13,0.3118,1,-0.044,0.6826,1,-0.073,0.694,1
SPO2269,SPO2269,hypothetical protein,,0.86,0.1,0.98,0.07,0.94,0.04,1.01,0.03,0.19,0.3794,1,0.13,0.4616,1,0.23,0.2896,1
SPO2270,SPO2270,putative protein TIGR00247,SPO_RS11510,1.18,0.01,1.11,0.04,1.09,0.03,1.13,0.01,-0.087,0.1462,0.874424961,-0.11,0.1452,0.91598408,-0.062,0,0
SPO2272,hisA2,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase 2 (EC 5.3.1.16),SPO_RS11520,0.98,0.03,1.02,0.02,1.01,0.05,0.9,0.01,0.057,0.4352,1,0.043,0.5884,1,-0.12,0,0
SPO2273,SPO2273,"acetyltransferase, GNAT family",SPO_RS11525,0.84,0.05,0.92,0.08,0.91,0.07,0.94,0.04,0.13,0.4536,1,0.11,0.3924,1,0.16,0.1104,0.764607042
SPO2277,SPO2277,"cytochrome, putative",SPO_RS11545,0.98,0.07,0.92,0.08,0.99,0.08,0.92,0.04,-0.09,0.6806,1,0.014,1.0614,1,-0.09,0.6046,1
SPO2278,SPO2278,hypothetical protein,SPO_RS11550,0.98,0.01,0.98,0,1,0,0.98,0.01,0,1.0032,1,0.029,0.252,1,0,0.9986,1
SPO2279,SPO2279,hypothetical protein,SPO_RS11555,0.97,0,0.97,0.03,0.96,0.01,0.95,0.03,0,0.9086,1,-0.015,0.4598,1,-0.03,0.195,0.964854684
SPO2280,SPO2280,hypothetical protein,,1.06,0.04,0.99,0.09,0.94,0.07,0.97,0.07,-0.098,0.8784,1,-0.17,0.4082,1,-0.13,0.4062,1
SPO2283,rplI,ribosomal protein L9,SPO_RS11575,1,0.06,1.01,0.04,0.98,0,1,0.05,0.014,1.0394,1,-0.029,1.0132,1,0,1.0006,1
SPO2284,SPO2284,transglycosylase SLT domain protein,SPO_RS11580,1.02,0.04,1,0.04,1.01,0.04,1,0.04,-0.028,0.839,1,-0.014,0.9814,1,-0.028,0.826,1
SPO2285,SPO2285,"DNA-binding protein, putative",SPO_RS11585,1,0.08,0.8,0.28,1.04,0.05,1.04,0.03,-0.32,0.777,1,0.056,1.0176,1,0.056,0.2842,1
SPO2286,luxR-2,autoinducer-binding transcriptional regulator LuxR,SPO_RS11590,0.97,0.02,1.05,0.03,1.02,0.02,1.06,0.03,0.11,0.5796,1,0.072,0.4368,1,0.13,0.3684,1
SPO2287,SPO2287,autoinducer synthesis protein,SPO_RS11595,1,0.02,1.06,0.02,1.07,0.01,1.09,0.01,0.083,0.0278,0.340563253,0.097,0,0,0.12,0,0
SPO2288,tig,trigger factor,SPO_RS11600,1.1,0.03,1.06,0.02,1.06,0.01,1.04,0.01,-0.053,1.4326,1,-0.053,1.4454,1,-0.08,0,0
SPO2289,SPO2289,hypothetical protein,SPO_RS11605,1.06,0.04,1.09,0.02,1.05,0.02,1.04,0.05,0.04,0.9986,1,-0.014,0,0,-0.027,0.1478,0.835724771
SPO2290,SPO2290,hypothetical protein,SPO_RS11610,1.06,0.02,1.04,0.02,1.06,0.02,1.03,0.01,-0.027,1.0084,1,0,1.5032,1,-0.041,1.0032,1
SPO2292,SPO2292,hypothetical protein,,1.01,0.15,0.76,0.07,0.92,0.04,0.96,0.06,-0.41,0.2272,1,-0.13,0.5298,1,-0.073,0.8096,1
SPO2293,SPO2293,YjeF family protein,SPO_RS11625,1.02,0.02,1.01,0.01,1.02,0.02,0.98,0.02,-0.014,0.9946,1,0,1.1756,1,-0.057,0.5256,1
SPO2296,SPO2296,hypothetical protein,SPO_RS11640,0.96,0.1,0.87,0.09,0.91,0.04,0.96,0.08,-0.14,0.6824,1,-0.076,0.6458,1,0,1.0776,1
SPO2297,SPO2297,hypothetical protein,SPO_RS11645,0.99,0.05,1.02,0.09,0.94,0.06,1.04,0.03,0.043,0.9142,1,-0.074,0.5988,1,0.07,0.739,1
SPO2298,SPO2298,hypothetical protein,SPO_RS11650,0.94,0.06,1.03,0.07,1.02,0.07,1.01,0.03,0.13,0.4774,1,0.12,0.6628,1,0.1,0.4572,1
SPO2299,dddP,DMSP lyase,SPO_RS11655,0.96,0.04,0.94,0.02,1.02,0.04,1.02,0.04,-0.03,0.7536,1,0.087,0.5196,1,0.087,0.5688,1
SPO2301,SPO2301,osmC-like family protein,SPO_RS11665,1.14,0.08,1.05,0.09,1.08,0.08,1.01,0.08,-0.12,0.1384,0.874424961,-0.077,0.4506,1,-0.17,0.115,0.764607042
SPO2302,SPO2302,bioY family protein,SPO_RS11670,1.05,0.02,1.03,0.03,1.03,0.02,1.07,0.03,-0.027,0.9984,1,-0.027,0.9944,1,0.027,0.0264,0.327571186
SPO2303,SPO2303,hypothetical protein,SPO_RS11675,0.46,NA,0,NA,0.77,NA,0.84,NA,-5.6,0.8732,1,0.73,1.441,1,0.85,1.4338,1
SPO2304,SPO2304,hypothetical protein,SPO_RS11680,0.84,0.28,1.01,0.08,0.92,0.12,1.01,0.15,0.26,0.875,1,0.13,0.9164,1,0.26,0.7816,1
SPO2306,SPO2306,hypothetical protein,SPO_RS23105,1.79,NA,1.59,NA,NA,NA,1.43,0.08,-0.17,0.8498,1,NA,NA,NA,-0.32,0.0584,0.537833416
SPO2307,SPO2307,hypothetical protein,SPO_RS11690,1.17,0.03,1.12,0.03,1.09,0.01,1.07,0.05,-0.062,0.0252,0.340563253,-0.1,0,0,-0.13,0.1424,0.83493913
SPO2308,fliG,flagellar motor switch protein FliG,SPO_RS11695,0.99,0.08,0.98,0.04,1.01,0.05,0.94,0.1,-0.014,0.7862,1,0.029,0.9774,1,-0.074,0.5238,1
SPO2309,SPO2309,hypothetical protein,SPO_RS11700,0.98,0.02,0.88,0.09,1,0.02,0.91,0.05,-0.15,0.6858,1,0.029,0.5746,1,-0.11,0.2278,1
SPO2310,SPO2310,"lipid A biosynthesis lauroyl acyltransferase, putative",SPO_RS11705,0,NA,0,NA,0,NA,0,NA,0,2,1,0,2,1,0,2,1
SPO2311,SPO2311,hypothetical protein,,0,NA,0.45,NA,0.49,NA,0,NA,5.5,1.4372,1,5.6,1.4316,1,0,2,1
SPO2313,SPO2313,hypothetical protein,SPO_RS11720,1.05,0.03,1.14,0.18,1.06,0.09,0.83,0.1,0.12,1.0778,1,0.014,1.0128,1,-0.34,0.0262,0.327571186
SPO2318,SPO2318,hypothetical protein,SPO_RS11750,1.06,0.07,1.01,0.05,1.01,0.03,0.94,0.05,-0.069,0.1296,0.874424961,-0.069,0.1134,0.863558513,-0.17,0.092,0.713773109
SPO2319,SPO2319,hypothetical protein,SPO_RS11755,1,0.08,1,0.04,1.02,0.03,1,0.04,0,0.9838,1,0.028,0.9546,1,0,1.0356,1
SPO2323,SPO2323,mechanosensitive ion channel family protein,SPO_RS11775,1.03,0.01,1.04,0.03,1.05,0.04,1.05,0.03,0.014,0.9958,1,0.027,1.0106,1,0.027,1.0032,1
SPO2324,SPO2324,hypothetical protein,SPO_RS11780,0.59,0.3,0.62,0.14,0.85,0.05,0.6,0.3,0.07,0.8674,1,0.52,0.6308,1,0.024,1.0008,1
SPO2326,SPO2326,hypothetical protein,SPO_RS11790,1.04,0.07,1.06,0.07,0.92,0.02,0.94,0.1,0.027,0.4056,1,-0.18,0,0,-0.14,0.2296,1
SPO2327,SPO2327,fatty acid desaturase,SPO_RS11795,0.98,0.03,0.94,0.04,0.92,0.03,0.9,0.02,-0.06,0.366,1,-0.09,0.273,1,-0.12,0.088,0.704954447
SPO2330,SPO2330,hypothetical protein,SPO_RS11810,1.1,0.08,0.79,0.18,1.1,0.08,0.88,0.3,-0.47,0.087,0.75421968,0,0.9848,1,-0.32,0.8054,1
SPO2331,SPO2331,"efflux transporter, RND family, MFP subunit",SPO_RS11815,1.11,0.03,1.06,0.02,1.07,0.02,1.09,0.03,-0.066,0,0,-0.052,0,0,-0.026,1.3616,1
SPO2332,SPO2332,"transporter, AcrB/AcrD/AcrF family",SPO_RS11820,1.06,0.02,1.04,0.04,1.04,0.01,1.04,0.02,-0.027,1.3402,1,-0.027,0.9926,1,-0.027,0.9938,1
SPO2333,SPO2333,hypothetical protein,,1.13,0.07,1.09,0.04,1.08,0.07,1.12,0.05,-0.052,1.0048,1,-0.065,1.0136,1,-0.013,1.0116,1
SPO2334,SPO2334,CAAX amino terminal protease family protein,SPO_RS11830,1.04,0.01,0.96,0.02,0.94,0.01,1.04,0.05,-0.11,0.2904,1,-0.14,0.2758,1,0,0.0284,0.327571186
SPO2335,SPO2335,"ABC transporter, ATP-binding/permease protein",SPO_RS11835,0.95,0.04,0.99,0.04,1.03,0.04,0.96,0.04,0.059,0.427,1,0.12,0.402,1,0.015,0.6566,1
SPO2336,SPO2336,lysM domain protein,SPO_RS22890,1.04,0.03,1.04,0.04,1.07,0.01,0.97,0.07,0,1.0004,1,0.041,0,0,-0.1,0.662,1
SPO2337,SPO2337,decarboxylase family protein,SPO_RS11845,1.19,0.05,1,0.1,1.05,0.05,1.06,0.02,-0.25,0.0874,0.75421968,-0.18,0.2852,1,-0.17,0,0
SPO2338,rarD-1,RarD,SPO_RS11850,1.03,0.04,0.96,0.05,1.02,0.04,1.03,0.04,-0.1,0.5372,1,-0.014,1.0006,1,0,1.0214,1
SPO2339,SPO2339,enoyl-CoA hydratase/isomerase family protein,SPO_RS11855,1.13,0.09,1.02,0.03,1.03,0.03,0.94,0.04,-0.15,0.3128,1,-0.13,0.3214,1,-0.26,0.2108,0.974323404
SPO2340,sodB,"superoxide dismutase, Fe",SPO_RS11860,0.16,0.11,0.55,0.03,0.46,0.08,0.73,0.05,1.7,0,0,1.5,0.0584,0.601702479,2.1,0,0
SPO2341,SPO2341,"methyltransferase, FkbM family",SPO_RS11865,1.06,0.02,0.9,0.05,0.96,0.01,1.03,0.04,-0.23,0.0322,0.343869942,-0.14,0,0,-0.041,0,0
SPO2341a,SPO2341a,hypothetical protein,SPO_RS11870,0.94,0.03,0.9,0.07,0.92,0.01,0.84,0.09,-0.062,0.8496,1,-0.031,0.5264,1,-0.16,0.221,1
SPO2342,SPO2342,hypothetical protein,SPO_RS11875,1.02,0.03,1.03,0.01,1.04,0.02,1.01,0.02,0.014,0.9976,1,0.028,0.9978,1,-0.014,0.9836,1
SPO2343,SPO2343,hypothetical protein,SPO_RS11880,1.02,0.01,1,0.02,0.99,0,0.98,0.01,-0.028,1.0198,1,-0.043,0,0,-0.057,0.1426,0.83493913
SPO2344,SPO2344,"sarcosine oxidase, gamma subunit family",SPO_RS11890,1.09,0.06,1.05,0.05,1.07,0.03,1.04,0.02,-0.053,0.1996,1,-0.026,0.9824,1,-0.067,0.0278,0.327571186
SPO2345,SPO2345,"sarcosine oxidase, alpha subunit family",SPO_RS11895,1.08,0.02,1.03,0.01,1.06,0.01,1.08,0.03,-0.068,0,0,-0.027,1.5704,1,0,1.013,1
SPO2346,SPO2346,"sarcosine oxidase, delta subunit family",SPO_RS11900,0.99,0.09,0.96,0.09,0.98,0.05,0.98,0.05,-0.044,0.7592,1,-0.014,0.9248,1,-0.014,0.8072,1
SPO2347,SPO2347,hypothetical protein,SPO_RS11910,1.15,0.02,1.03,0.05,1.06,0.04,1.1,0.05,-0.16,0,0,-0.12,1.0016,1,-0.064,0.9866,1
SPO2348,SPO2348,"sarcosine oxidase, beta subunit family",SPO_RS11915,1.02,0.04,1,0.01,1.08,0.04,1.05,0.07,-0.028,0.8518,1,0.082,0.0278,0.367871698,0.041,0.9974,1
SPO2349,cycH,cytochrome c-type biogenesis protein CycH,SPO_RS11920,0.8,0.21,0.74,0.2,0.79,0.13,0.55,0.28,-0.11,0.8054,1,-0.018,1.0066,1,-0.53,0.4816,1
SPO2350,SPO2350,putative protein TIGR00250,SPO_RS11925,0.89,0.09,0.8,0.08,0.85,0.04,0.77,0.12,-0.15,0.5214,1,-0.066,0.8408,1,-0.21,0.469,1
SPO2351,SPO2351,hypothetical protein,SPO_RS11930,1.01,0.08,1.08,0.08,1.05,0.06,1.1,0.07,0.096,0.436,1,0.055,0.2252,1,0.12,0.3456,1
SPO2352,SPO2352,type I secretion target repeat protein,,0.93,0.09,0.96,0.1,0.91,0.06,0.91,0.03,0.045,0.9568,1,-0.031,0.6536,1,-0.031,0.8568,1
SPO2353,SPO2353,hypothetical protein,SPO_RS11940,0.95,0.03,0.95,0.04,0.96,0.02,0.94,0.03,0,1.0042,1,0.015,0.5076,1,-0.015,0.9998,1
SPO2354,SPO2354,membrane protein,SPO_RS11945,0.66,0.11,0.76,0.09,0.88,0.06,0.72,0.07,0.2,0.5284,1,0.41,0.2084,1,0.12,0.6958,1
SPO2355,iseR,Isethionate dissimilation regulator,SPO_RS11950,0.5,0.04,0.93,0.05,0.71,0.05,0.87,0.03,0.88,0.0276,0.340563253,0.5,0.0286,0.367871698,0.79,0.0306,0.327571186
SPO2356,iseM,Isethionate TRAP transporter,SPO_RS11955,1.04,0.15,0.95,0.1,1.04,0.11,1.05,0.07,-0.13,0.441,1,0,0.5126,1,0.014,0.5566,1
SPO2357,iseL,Isethionate TRAP transporter,SPO_RS11960,0.6,0.24,0.81,0.12,0.72,0.15,0.42,0.24,0.43,0.576,1,0.26,0.7174,1,-0.5,0.5184,1
SPO2358,iseK,Isethionate TRAP transporter,SPO_RS11965,0.96,0.09,0.99,0.02,0.95,0.03,1,0,0.044,0.9028,1,-0.015,0.889,1,0.058,0.6308,1
SPO2359,iseJ,Isethionate dehydrogenase,SPO_RS11970,0.59,0.12,0.86,0.02,0.72,0.08,0.85,0.05,0.54,0.052,0.538207283,0.28,0.4454,1,0.52,0.065,0.582633495
SPO2361,SPO2361,sensor histidine kinase/response regulator,SPO_RS11980,1,0.03,0.9,0.03,0.88,0.02,1,0.03,-0.15,0.0252,0.340563253,-0.18,0,0,0,0.6724,1
SPO2363,serB-1,phosphoserine phosphatase,SPO_RS11990,0.98,0.16,1.02,0.16,0.94,0.09,0.94,0.1,0.057,0.9344,1,-0.06,0.8304,1,-0.06,1.0028,1
SPO2364,SPO2364,"amino acid ABC transporter, periplasmic amino acid-binding protein",SPO_RS11995,1.1,0.08,1.03,0.08,1.03,0.06,1.03,0.07,-0.094,0.3392,1,-0.094,0.3222,1,-0.094,0.3948,1
SPO2365,SPO2365,"amino acid ABC transporter, permease protein",SPO_RS12000,0.93,0.04,0.88,0.06,0.9,0.04,0.94,0.05,-0.079,0.5324,1,-0.047,0.6218,1,0.015,0.8128,1
SPO2366,SPO2366,"amino acid ABC transporter, permease protein",SPO_RS12005,0.93,0.05,0.88,0.08,0.96,0.07,0.96,0.04,-0.079,0.4988,1,0.045,0.736,1,0.045,0.6002,1
SPO2367,SPO2367,"amino acid ABC transporter, ATP-binding protein",SPO_RS12010,1.05,0.07,1.12,0.08,1.05,0.06,0.81,0.1,0.092,0.9976,1,0,1.0538,1,-0.37,0.0584,0.537833416
SPO2368,SPO2368,Na/Pi-cotransporter family protein,SPO_RS12015,0.92,0.07,1,0.03,0.96,0.03,0.98,0.04,0.12,0.2936,1,0.061,0.6934,1,0.09,0.5366,1
SPO2369,SPO2369,"DNA-binding response regulator, LuxR family",SPO_RS12020,0.98,0.03,0.95,0.04,0.97,0.02,0.92,0.05,-0.044,0.4694,1,-0.015,0.8354,1,-0.09,0.3464,1
SPO2370,SPO2370,sodium:alanine symporter family protein,SPO_RS12025,1.05,0.04,1.06,0.03,1.02,0.01,1.04,0.02,0.014,0.9852,1,-0.041,1.0118,1,-0.014,0.9914,1
SPO2371,SPO2371,universal stress protein family protein,SPO_RS12030,1.05,0.04,0.99,0.05,1,0.04,1.06,0.06,-0.084,0.0268,0.340563253,-0.07,0.145,0.91598408,0.014,0.9874,1
SPO2372,SPO2372,"transcriptional regulator, AsnC family",SPO_RS12035,1.02,0.04,1.02,0.03,0.96,0.03,0.98,0.03,0,0.9972,1,-0.087,0.339,1,-0.057,0.7388,1
SPO2373,SPO2373,hypothetical protein,SPO_RS12040,1,0.02,1.02,0.01,1.03,0.01,0.87,0.07,0.028,0.5606,1,0.042,0.5712,1,-0.2,0.1174,0.764607042
SPO2374,SPO2374,tRNA-dihydrouridine synthase A,SPO_RS12045,0.98,0.03,0.91,0.04,0.96,0.02,0.96,0.01,-0.11,0.2306,1,-0.029,0.9422,1,-0.029,0.6246,1
SPO2377,SPO2377,ferredoxin,SPO_RS12060,0.89,0.04,0.89,0.05,0.82,0.04,0.91,0.05,0,1.0322,1,-0.12,0.2242,1,0.032,0.736,1
SPO2378,SPO2378,"selenium-binding protein, putative",SPO_RS12065,0.92,0.02,0.92,0.02,0.96,0.01,0.92,0.02,0,1.1636,1,0.061,0.0862,0.788454808,0,0.9964,1
SPO2380,SPO2380,acyl-CoA dehydrogenase,SPO_RS12075,0.95,0.01,0.93,0.03,0.94,0.03,0.92,0.02,-0.03,0.8444,1,-0.015,0.7762,1,-0.046,0.3708,1
SPO2381,SPO2381,"transcriptional regulator, LysR family",SPO_RS12080,0.86,0.02,0.94,0.07,0.88,0.03,0.9,0.07,0.13,0.318,1,0.033,0.5968,1,0.065,0.6016,1
SPO2382,SPO2382,tricarboxylate transporter family protein,SPO_RS12085,0.87,0.07,0.88,0.05,0.89,0.01,0.93,0.07,0.016,0.9948,1,0.032,0.923,1,0.095,0.5658,1
SPO2383,SPO2383,hypothetical protein,SPO_RS22545,1.11,0.08,1.05,0.09,0.92,0.11,1.19,0.11,-0.079,0.9934,1,-0.27,0.4642,1,0.1,0.5072,1
SPO2384,SPO2384,tricarboxylate transporter family protein,SPO_RS12095,0.92,0.03,0.97,0.06,0.94,0.06,0.97,0.02,0.076,0.3674,1,0.031,0.8422,1,0.076,0.3472,1
SPO2385,SPO2385,"benzaldehyde lyase, putative",SPO_RS12100,1.01,0.03,0.98,0.05,1,0.02,0.98,0.02,-0.043,0.9224,1,-0.014,0.8354,1,-0.043,0.7154,1
SPO2386,SPO2386,hypothetical protein,SPO_RS12105,0.96,0.15,0.9,0.08,0.85,0.03,0.85,0.15,-0.092,0.8084,1,-0.17,0.8706,1,-0.17,0.5388,1
SPO2387,SPO2387,"oxidoreductase, FAD-binding protein",SPO_RS12110,1,0.03,0.9,0.07,0.91,0.04,1.01,0.03,-0.15,0.272,1,-0.13,0.1532,0.932806579,0.014,1.0084,1
SPO2388,SPO2388,"translocator protein, LysE family",SPO_RS12115,0.71,0.26,0.78,0.13,0.95,0.12,0.83,0.03,0.13,0.7252,1,0.42,0.3978,1,0.22,0.7284,1
SPO2389,SPO2389,"oxidoreductase, molybdopterin-binding protein",SPO_RS12120,1.02,0.05,1.05,0.03,1.03,0.03,1,0.03,0.041,0.9962,1,0.014,0.9974,1,-0.028,0.988,1
SPO2390,SPO2390,"site-specific recombinase, phage integrase family",,0.96,0.05,0.88,0.04,0.9,0.05,0.96,0.04,-0.12,0.4026,1,-0.092,0.4696,1,0,0.551,1
SPO2392,SPO2392,hypothetical protein,,0.77,0.07,0.83,0.04,0.9,0.03,0.82,0.11,0.11,0.496,1,0.22,0.184,1,0.09,0.6274,1
SPO2393,SPO2393,"carbon monoxide dehydrogenase G protein, putative",SPO_RS12150,1.01,0.08,1,0.07,1.02,0.05,0.96,0.09,-0.014,0.99,1,0.014,1.1656,1,-0.073,0.5422,1
SPO2394,coxF,carbon monoxide dehydrogenase F protein,SPO_RS12155,0.9,0.18,1.06,0.15,1.03,0.11,0.96,0.08,0.23,0.3878,1,0.19,0.7194,1,0.092,0.7748,1
SPO2395,coxE,carbon monoxide dehydrogenase E protein,SPO_RS12160,1.11,0.18,0.77,0.4,1.26,0.14,1.02,0.18,-0.52,0.4224,1,0.18,0.4798,1,-0.12,0.65,1
SPO2396,coxD,carbon monoxide dehydrogenase D protein,SPO_RS12165,0.88,0.03,0.93,0.01,0.91,0.05,0.9,0.06,0.079,0.283,1,0.048,0.662,1,0.032,0.7814,1
SPO2397,coxL-2,"carbon monoxide dehydrogenase, large subunit",SPO_RS12170,1.04,0.01,0.99,0.02,1,0.01,1,0.04,-0.07,0.5592,1,-0.056,0.994,1,-0.056,0.986,1
SPO2398,coxS-2,"carbon monoxide dehydrogenase, small subunit",SPO_RS12175,0.92,0.05,0.91,0.03,0.95,0.04,0.85,0.05,-0.016,1.017,1,0.046,0.574,1,-0.11,0.4262,1
SPO2399,coxM,"carbon monoxide dehydrogenase, medium subunit",SPO_RS12180,0.86,0.04,0.88,0.07,0.86,0.07,0.88,0.05,0.033,0.8684,1,0,0.9856,1,0.033,0.8116,1
